,real_target,Prediction
1452,barotrauma : general,[{'summary_text': 'barotrauma : physiology : causes physiologic : symptoms : treatments : conditions physiologique ; causes'}]
1453,rubella : general,[{'summary_text': 'rubella : physiology : symptoms : causes . socio-economic ephemeral syndrome : general'}]
1454,histoplasmosis : symptoms,"[{'summary_text': 'hepatosplenomegaly, lymphadenopathy . ocular histoplasmosis : physiology'}]"
1455,avian influenza : prevention,[{'summary_text': 'avian influenza virus : physiology : prevention - prevention – prevention : interventions . experts: prevention'}]
1456,diastasis symphysis pubis : causes,[{'summary_text': 'the symphysis pubis . a horse or a car accident can cause a traumatic injury .'}]
1457,hyperventilation : general,[{'summary_text': 'hyperventilation : physiology : causes physiological : treatments . physiologic syndrome : symptoms'}]
1458,venous thrombosis : treatments,[{'summary_text': 'venous thrombosis . hepatitis c : treatments : treatment . vte disease : therapies'}]
1459,neuroacanthocytosis : general,[{'summary_text': 'neuroacanthocytosis : physiology : symptoms : causes . physiologic syndrome : treatments'}]
1460,ectopic pregnancy : general,[{'summary_text': 'ectopic pregnancy : physiology : symptoms : causes . socio-economic status of pregnancy - causes: causes'}]
1461,thyroid dysgenesis : general,"[{'summary_text': 'congenital hypothyroidism : physiology : causes physiological : symptoms . sociology, sociology'}]"
1462,herpes labialis : prevention,[{'summary_text': 'herpes labialis : prevention - prevention . l-lysine fever : treatments . treatments: treatments'}]
1463,acid–base imbalance : causes,[{'summary_text': 'acid gain : physiology : causes . physiologic syndrome . causes : sources : mechanisms physiologies'}]
1464,renovascular hypertension : treatments,[{'summary_text': 'renovascular hypertension . helensis : treatments . treatments ? treatments? treatments : interventions . experts: treatments'}]
1465,t-cell prolymphocytic leukemia : treatments,[{'summary_text': 't-cell prolymphocytic leukemia . chemotherapeutic treatments : treatments . symbiosis .'}]
1466,clinical psychology : general,[{'summary_text': 'clinical psychology . he says psychology focuses on psychological diagnosis . psychology : physiology . heaviness : general'}]
1467,long qt syndrome : general,"[{'summary_text': 'long qt syndrome . causes include repolarization of the heart . symptoms include hearing loss, hearing loss . physiology'}]"
1468,neurogenic inflammation : general,[{'summary_text': 'neurogenic inflammation : physiology : causes physiologic : mechanisms physiologique : treatments : symptoms : diagnosis : general'}]
1469,androgen insensitivity syndrome : treatments,[{'summary_text': 'ais . management . a symptom . treatment . no method . available to correct the malfunctioning androgen receptor protein .'}]
1470,trigeminal nerve : symptoms,[{'summary_text': 'trigeminal neuralgia cluster headache wallenberg syndrome . he says stroke causes pain-temperature sensation from one side of the body .'}]
1471,cholesterol embolism : causes,[{'summary_text': 'cholesterol embolism : physiology : causes . socio-political aorta : symptoms'}]
1472,acute intermittent porphyria : symptoms,"[{'summary_text': 'porphyria : physiology : symptoms : diagnosis . diagnosis : treatments: treatments, treatments : general'}]"
1473,cavernous sinus thrombosis : symptoms,"[{'summary_text': 'acute, fulminant disease : physiology : symptoms - symptoms : causes . san francisco : diagnosis'}]"
1474,acanthamoeba keratitis : treatments,[{'summary_text': 'acanthamoeba keratitis . he says treatment aims to eradicate trophozoite and cystic forms .'}]
1475,synostosis : general,[{'summary_text': 'synostosis . physiological physiology : causes . causes : physiologies . cause : symptoms'}]
1476,dyspareunia : treatments,[{'summary_text': 'intercourse pain : treatments - treatments : treatment : interventions : prevention : diagnosis . experts: treatments for pain with intercourse'}]
1477,wernicke encephalopathy : treatments,[{'summary_text': 'parenteral thiamine administration : treatments . edema syndrome : treatment physiology : diagnosis'}]
1478,cortical blindness : general,[{'summary_text': 'anton–babinski syndrome : physiology . occipital cortex : symptoms : causes'}]
1479,essential thrombocythemia : general,[{'summary_text': 'essential thrombocythemia . et is a rare chronic blood cancer . it is characterized by a neoplasmic sclerosis .'}]
1480,noise-induced hearing loss : symptoms,[{'summary_text': 'tinnitus : physiology : symptoms : causes . socio-economic status of hearing loss : treatments'}]
1481,viral disease : treatments,[{'summary_text': 'viral disease : detection : treatments . physiology : diagnostics - treatments : prevention : diagnosis'}]
1482,anencephaly : symptoms,[{'summary_text': 'anencephaly : physiological physiology : treatments . symbiosis : symptoms'}]
1483,wagr syndrome : general,"[{'summary_text': 'wagr syndrome . causes include childhood obesity and hyperphagia . symptoms include glycemia , apoptosis .'}]"
1484,corneal ulcer : treatments,[{'summary_text': 'fungal corneal ulcer . acyclovir ointment instilled at least five times a day .'}]
1485,propionic acidemia : treatments,"[{'summary_text': 'propionic acidemia : prevention : treatments : interventions : treatment . socioeconomics, physiology'}]"
1486,tetrasomy : causes,[{'summary_text': 'full tetrasomy of an individual . he says he has chromosomes in sperm or egg .'}]
1487,skin cancer : physiology,[{'summary_text': 'melanoma : physiology . squamous metaplasia tumor : symptoms : causes'}]
1488,patent ductus arteriosus : symptoms,[{'summary_text': 'dyspnea . symptoms include aorta to pulmonary artery . bronchitis : symptoms'}]
1489,angioedema : diagnosis,[{'summary_text': 'hereditary angioedema . heidiotid arthritis : diagnosis . hepatitis c : symptoms'}]
1490,fibrosis : physiology,[{'summary_text': 'fibrosis : physiology : causes . socioeconomic factors : mediators : mechanisms physiologic :'}]
1491,paronychia : causes,"[{'summary_text': 'acrokeratosis paraneoplastica . scaly, erythematous, keratotic rash .'}]"
1492,malignant hyperthermia : prevention,[{'summary_text': 'mh-susceptible patients undergoing general anesthesia . dantrolene : physiology : treatments'}]
1493,hematemesis : general,[{'summary_text': 'hematemesis . symptoms include vomiting of blood and hemoptysis sclerosis . bowel syndrome : symptoms'}]
1494,avascular necrosis : general,[{'summary_text': 'avascular necrosis . symptoms include joint pain . symptomatic sclerosis : general . obstructive pulmonary disease'}]
1495,pyogenic granuloma : diagnosis,"[{'summary_text': 'a pyogenic granuloma . squamous cell carcinoma, basal cell carcinoma : diagnosis'}]"
1496,sarcoidosis : physiology,[{'summary_text': 'granulomatous inflammation : physiology : causes . sarcoidosis : symptoms : treatments'}]
1497,locked-in syndrome : treatments,[{'summary_text': 'stimulation of muscle reflexes with electrodes . lis symptomatic . treatments : treatments . experts . expert .'}]
1498,systemic scleroderma : diagnosis,"[{'summary_text': ""raynaud's : diagnostic physiology : diagnosis . scleroderma . diagnosis""}]"
1499,epispadias : symptoms,[{'summary_text': 'epispadias : physiology : causes . physiologic epistrophy : symptoms : treatments : diagnosis'}]
1500,cutaneous leishmaniasis : diagnosis,[{'summary_text': 'staphylococcus aureus . diagnosis : physiology : diagnosis - diagnosis . epidemiology : treatments'}]
1501,intellectual disability : causes,[{'summary_text': 'intellectual disability : physiology - causes : causes physiologic . symbiosis : cause'}]
1502,alice in wonderland syndrome : general,[{'summary_text': 'alice in wonderland syndrome . he says symptoms include epstein–barr virus . symptoms : causes physiology'}]
1503,sanfilippo syndrome : symptoms,[{'summary_text': 'sanfilippo syndrome : physiology : symptoms . socioeconomic status quo : signs : diagnosis'}]
1504,milk allergy : prevention,[{'summary_text': 'eczema in infants : preventive - prevention - : prevention . expert: prevention of food allergy : treatments'}]
1505,kernicterus : general,[{'summary_text': 'kernicterus : physiology : causes . bilirubin-induced brain dysplasia . causes'}]
1506,cyanosis : diagnosis,[{'summary_text': 'cyanosis : treatments . dermatologists : diagnosis : treatment physiology - treatments : diagnoses'}]
1507,folie à deux : symptoms,[{'summary_text': 'shared delusional disorder : causes . experts: causes of psychiatric delusion : physiology'}]
1508,inverted papilloma : diagnosis,[{'summary_text': 'inverted papilloma : diagnosis physiology : diagnoses . hepatitis c : diagnostic'}]
1509,pain : treatments,[{'summary_text': 'chronic pain : treatments physiology - treatments - physiotherapy - treatment . physiologic pain syndrome : treatment'}]
1510,measles : diagnosis,"[{'summary_text': ""koplik's spots . diagnosis of measles requires diagnosis . symptoms include cough, coryza, or conjunctivitis .""}]"
1511,dissociative identity disorder : symptoms,[{'summary_text': 'dissociative amnesia . symptoms include inability to recall personal information . dissociation : symptoms . diagnosis: symptoms'}]
1512,folliculitis : treatments,[{'summary_text': 'fungal folliculitis . septic treatment : treatments physiology . treatments : prevention . san francisco-based disease'}]
1513,single parent : general,[{'summary_text': 'single-parent : a . b. d. e. coli . the british embassy in california is .'}]
1514,hemothorax : general,[{'summary_text': 'hemothorax : physiology : symptoms : causes . hemothorac disease : general'}]
1515,tarsal coalition : diagnosis,[{'summary_text': 'rear foot pain adolescent . x-rays : treatments . treatments : interventions . experts: treatments'}]
1516,chordoma : treatments,[{'summary_text': 'chordoma : treatments physiology : prevention : interventions physiologique - interventions - symbiosis'}]
1517,atopic dermatitis : causes,[{'summary_text': 'atopic dermatitis : physiology : causes . physiologic atopia : symptoms'}]
1518,listeriosis : prevention,[{'summary_text': 'listeriosis in pregnancy : prevention : treatments - prevention . socio-economic status quo syndrome : treatment'}]
1519,epileptic seizure : treatments,[{'summary_text': 'status epilepticus : treatments - treatments : prevention - interventions . experts: prevention of seizure: treatments'}]
1520,lipid storage disorder : diagnosis,"[{'summary_text': 'lipid storage disorder . diagnosis can be achieved through tests . tests include clinical examination, biopsy, genetic testing, molecular analysis of cells .'}]"
1521,arachnoid cyst : general,[{'summary_text': 'arachnoid cyst : physiology : symptoms : causes . causes : treatments : general . sociology: causes'}]
1522,papular mucinosis : treatments,"[{'summary_text': 'melphalan and cyclophosphamide . remission of the disease : treatments . etretinate, melpherson syndrome .'}]"
1523,blastocystis : general,"[{'summary_text': ""blastocystis . he says it's a genus of single-celled heterokont . parasite : general""}]"
1524,osteochondrosis : causes,[{'summary_text': 'anatomic conformation and heredity : physiology : causes . symbiosis : cause'}]
1525,brain ischemia : physiology,[{'summary_text': 'brain ischemia : physiological physiology . physiologic ischemic syndrome : symptoms : causes'}]
1526,basal ganglia disease : general,[{'summary_text': 'basal ganglia disease . causes : physiology : causes . socioeconomics : symptoms'}]
1527,cerebral palsy : causes,[{'summary_text': 'cerebral palsy : physiology - causes : causes physiological : symptoms : treatments : diagnosis : general'}]
1528,fanconi anemia : physiology,[{'summary_text': 'myelodysplastic syndrome : physiology : symptoms : treatments  symbiosis : diagnosis'}]
1529,pericardial effusion : general,[{'summary_text': 'pericardial effusion . hepatitis c : physiology . ophthalmology : general'}]
