,real_target,Prediction
1816,hypocalcaemia : physiology,[{'summary_text': 'hypocalcaemia : physiology . sys'}]
1817,dentigerous cyst : treatments,[{'summary_text': 'dentigerous cyst is a benign . it is the most common'}]
1818,cerebral arteriovenous malformation : treatments,[{'summary_text': 'cerebral arteriovenous malformation : treatments for the disease .'}]
1819,glanders : causes,[{'summary_text': 'glanders are the cause of a coma . .'}]
1820,myxedema : causes,[{'summary_text': 'myxedema : causes . syphilis'}]
1821,canavan disease : general,[{'summary_text': 'canavan disease is the most common disease in the u.s'}]
1822,hypertrichosis : treatments,[{'summary_text': 'hypertrichosis is a chronic disease . it can lead to'}]
1823,food allergy : general,[{'summary_text': 'food allergy is a common topic in the u.s .'}]
1824,bovine spongiform encephalopathy : diagnosis,[{'summary_text': 'bovine spongiform encephalopathy : diagnosis '}]
1825,hot flash : symptoms,[{'summary_text': 'hot flash symptoms : symptoms of a swollen eye '}]
1826,thyroiditis : treatments,[{'summary_text': 'thyroiditis is a chronic disease . it is the most common'}]
1827,pudendal nerve entrapment : diagnosis,[{'summary_text': 'pudendal nerve entrapment : diagnosis . '}]
1828,precancerous condition : symptoms,[{'summary_text': 'precancerous condition : symptoms of . coma '}]
1829,protein s deficiency : symptoms,[{'summary_text': 'protein s deficiency : symptoms of . .'}]
1830,pruritus vulvae : general,[{'summary_text': 'pruritus vulvae : a general .'}]
1831,hernia : diagnosis,[{'summary_text': 'hernia diagnosis : diagnosis . u.s.'}]
1832,hearing loss : symptoms,[{'summary_text': 'hearing loss symptoms : symptoms of a comorbid .'}]
1833,esotropia : treatments,[{'summary_text': 'esotropia is a chronic disease . it'}]
1834,nephritis : general,[{'summary_text': 'nephritis is the most populous country in the'}]
1835,phlebitis : causes,[{'summary_text': 'phlebitis is a chronic disease . .'}]
1836,gestational weight gain : general,[{'summary_text': 'gestational weight gain : a symptom . .'}]
1837,hyperplasia : causes,[{'summary_text': 'hyperplasia : causes of a coma .'}]
1838,halo nevus : general,[{'summary_text': 'halo nevus is a spokesman for the '}]
1839,hyperhidrosis : causes,[{'summary_text': 'hyperhidrosis is a common condition . it can lead to'}]
1840,vaccine-preventable diseases : general,[{'summary_text': 'vaccine-preventable diseases are the most common . a '}]
1841,amenorrhea : causes,[{'summary_text': 'amenorrhea is a chronic disease . .'}]
1842,thrombosis : causes,[{'summary_text': 'thrombosis causes a disproportionate number of people .'}]
1843,coma : symptoms,[{'summary_text': 'coma symptoms : symptoms . a symptom .'}]
1844,beckwith–wiedemann syndrome : treatments,[{'summary_text': 'beckwith–wiedemann syndrome is a chronic disease .'}]
1845,hepatitis b : diagnosis,[{'summary_text': 'hepatitis b - a symptom .'}]
1846,anthrax : symptoms,[{'summary_text': 'anthrax symptoms : symptoms of a coma .'}]
1847,myoclonus : causes,[{'summary_text': 'myoclonus : causes and causes . sy'}]
1848,pain : physiology,[{'summary_text': 'pain physiology : a systoma'}]
1849,vasculitis : treatments,[{'summary_text': 'vasculitis is a chronic disease . it can lead to'}]
1850,chiari malformation : symptoms,[{'summary_text': 'chiari malformation : symptoms of a coma .'}]
1851,multiple endocrine neoplasia type 1 : diagnosis,[{'summary_text': 'multiple endocrine neoplasia type 1 '}]
1852,granulomatosis with polyangiitis : symptoms,[{'summary_text': 'granulomatosis with polyangiitis : symptoms'}]
1853,acute myelomonocytic leukemia : treatments,[{'summary_text': 'acute myelomonocytic leukemia :'}]
1854,fibrocystic breast changes : general,[{'summary_text': 'fibrocystic breast changes : a symptom '}]
1855,osteosarcoma : causes,[{'summary_text': 'osteosarcoma : causes of disease . u.'}]
1856,aortic insufficiency : physiology,[{'summary_text': 'aortic insufficiency : physiology '}]
1857,tumor lysis syndrome : diagnosis,[{'summary_text': 'tumor lysis syndrome is the most common disorder in the u.s'}]
1858,iron overload : general,[{'summary_text': 'iron overload : what is iron overload? click here for more information '}]
1859,intestinal atresia : diagnosis,[{'summary_text': 'intestinal atresia is a rare disease . .'}]
1860,nerve sheath tumor : general,[{'summary_text': 'nerve sheath tumor : a sympathetic '}]
1861,appendicitis : causes,[{'summary_text': 'appendicitis : causes of disease . el'}]
1862,myotonia congenita : treatments,[{'summary_text': 'myotonia congenita : treatments . .'}]
1863,graves' disease : physiology,"[{'summary_text': ""graves' disease . physiology : physio .""}]"
1864,pulmonary embolism : general,[{'summary_text': 'pulmonary embolism is the most common disease in the world .'}]
1865,respiratory tract : symptoms,[{'summary_text': 'respiratory tract symptoms : systosis : symptoms'}]
1866,ganglion cyst : general,[{'summary_text': 'ganglion cyst is the most common disease in the uk .'}]
1867,venous ulcer : general,[{'summary_text': 'venous ulcer : a symptom of the brain .'}]
1868,crest syndrome : treatments,[{'summary_text': 'crest syndrome is a chronic disease characterized by a fever '}]
1869,maple syrup urine disease : causes,[{'summary_text': 'maple syrup urine disease : causes . u.s. '}]
1870,rhinophyma : general,[{'summary_text': 'rhinophyma : a syringe .'}]
1871,dehydration : prevention,[{'summary_text': 'dehydration is the prevention of a serious illness . .'}]
1872,self-harm : general,[{'summary_text': 'self-harm is a common practice . it is common .'}]
1873,rosai–dorfman disease : symptoms,[{'summary_text': 'rosai–dorfman disease symptom : symptoms .'}]
1874,seborrhoeic dermatitis : symptoms,[{'summary_text': 'seborrhoeic dermatitis : symptoms '}]
1875,inverted papilloma : treatments,[{'summary_text': 'inverted papilloma : treatments . .'}]
1876,arrhythmia : diagnosis,[{'summary_text': 'arrhythmia is a rare disorder . it can cause '}]
1877,contact dermatitis : diagnosis,[{'summary_text': 'contact dermatitis : diagnosis . - sy'}]
1878,caroli disease : diagnosis,[{'summary_text': 'caroli disease is the most common disease in the u.s.'}]
1879,intelligibility (communication) : general,[{'summary_text': 'intelligibility (communication) : a . .'}]
1880,ovarian hyperstimulation syndrome : general,[{'summary_text': 'ovarian hyperstimulation syndrome : asymptomatic '}]
1881,headache : general,[{'summary_text': 'what is headache : a spokesman for the state .'}]
1882,farmer's lung : causes,"[{'summary_text': ""farmer's lung causes a serious illness . a symptom""}]"
1883,thrombophilia : treatments,[{'summary_text': 'thrombophilia : treatments . u.s'}]
1884,bundle branch block : physiology,[{'summary_text': 'bundle branch block . physiology : physiotherapy .'}]
1885,apraxia : treatments,[{'summary_text': 'apraxia asymptomasis : treatments .'}]
1886,torsades de pointes : general,[{'summary_text': 'torsades de pointes is the most popular site .'}]
1887,medication-related osteonecrosis of the jaw : diagnosis,[{'summary_text': 'medication-related osteonecrosis of the jaw : diagnosis'}]
1888,epidermoid cyst : causes,[{'summary_text': 'epidermoid cyst : causes of a coma '}]
1889,combined hyperlipidemia : diagnosis,[{'summary_text': 'combined hyperlipidemia : diagnosis of a coma .'}]
1890,esophageal achalasia : diagnosis,[{'summary_text': 'esophageal achalasia : diagnosis .'}]
1891,strongyloidiasis : diagnosis,[{'summary_text': 'strongyloidiasis is the most common symptom .'}]
1892,graves' disease : treatments,"[{'summary_text': ""graves' disease is a chronic disease . it is thought to""}]"
1893,vestibular system : general,[{'summary_text': 'vestibular system is the most common symptom in the world .'}]
1894,aortitis : general,[{'summary_text': 'aortitis : a symbios'}]
1895,elephantiasis : causes,[{'summary_text': 'elephantiasis is the cause of a serious illness .'}]
1896,bronchogenic cyst : treatments,[{'summary_text': 'bronchogenic cyst is a common disease . it can cause '}]
1897,lateral medullary syndrome : symptoms,[{'summary_text': 'lateral medullary syndrome . symptoms are not uncommon .'}]
1898,avian sarcoma leukosis virus : general,[{'summary_text': 'avian sarcoma leukosis virus .'}]
1899,lens (anatomy) : general,[{'summary_text': 'lens (anatomy) is a general general . it is'}]
1900,growth hormone deficiency : treatments,[{'summary_text': 'growth hormone deficiency : treatments . u.s'}]
1901,triploid syndrome : causes,[{'summary_text': 'triploid syndrome is a chronic disorder that characterized people with a'}]
1902,aphasia : treatments,[{'summary_text': 'aphasia is a chronic disease . it is'}]
1903,interstitial pregnancy : diagnosis,[{'summary_text': 'interstitial pregnancy is the most common occurrence in the world .'}]
1904,disseminated intravascular coagulation : symptoms,[{'summary_text': 'disseminated intravascular coagulation : symptoms .'}]
1905,tungiasis : prevention,[{'summary_text': 'tungiasis is a common condition . .'}]
1906,constriction ring syndrome : causes,[{'summary_text': 'constriction ring syndrome causes a disproportionate number of people '}]
1907,crisscross heart : treatments,[{'summary_text': 'crisscross heart disease : treatments . u.'}]
1908,lipoma : diagnosis,[{'summary_text': 'lipoma is a common condition . it can be diagnosed'}]
1909,varicocele : general,[{'summary_text': 'varicocele : a general . . general '}]
1910,stupor : causes,[{'summary_text': 'stupor is the cause of symphony . '}]
1911,factor xii deficiency : causes,[{'summary_text': 'factor xii deficiency : causes of .'}]
1912,charge syndrome : general,[{'summary_text': 'charge syndrome : a sympathetic skeptic'}]
1913,cervicitis : diagnosis,[{'summary_text': 'cervicitis : diagnosis of a coma '}]
1914,intracerebral hemorrhage : treatments,[{'summary_text': 'intracerebral hemorrhage : treatments .'}]
1915,taste : general,[{'summary_text': 'what is taste : a brief overview of the uk .'}]
1916,bronchiolitis : treatments,[{'summary_text': 'bronchiolitis is a chronic disease . it can cause'}]
1917,chest pain : diagnosis,[{'summary_text': 'chest pain diagnosis : diagnosis of a comorbidity '}]
1918,retinitis : treatments,[{'summary_text': 'retinitis is a chronic disease . it can cause'}]
1919,waardenburg syndrome : causes,[{'summary_text': 'waardenburg syndrome is a chronic disease . it is thought to'}]
1920,disseminated intravascular coagulation : physiology,[{'summary_text': 'disseminated intravascular coagulation : physiology'}]
1921,sick role : general,[{'summary_text': 'what is sick role : a brief overview of the world .'}]
1922,beckwith–wiedemann syndrome : general,[{'summary_text': 'beckwith–wiedemann syndrome is the most common syndrome .'}]
1923,necrosis : general,[{'summary_text': 'necrosis is a common disorder . he has a'}]
1924,mucopolysaccharidosis : symptoms,[{'summary_text': 'mucopolysaccharidosis symptoms : symptoms .'}]
1925,weight gain : causes,[{'summary_text': 'weight gain causes a disproportionate number of people in the u.'}]
1926,apparent mineralocorticoid excess syndrome : general,[{'summary_text': 'apparent mineralocorticoid excess syndrome . a '}]
1927,splenic injury : diagnosis,[{'summary_text': 'splenic injury : diagnosis and treatment . sp'}]
1928,mitral insufficiency : causes,[{'summary_text': 'mitral insufficiency : causes of . .'}]
1929,glycogen storage disease type iv : physiology,[{'summary_text': 'glycogen storage disease type iv : physiology .'}]
1930,megacolon : treatments,[{'summary_text': 'megacolonia : treatments for a limb .'}]
1931,sialadenitis : symptoms,[{'summary_text': 'sialadenitis symptoms : symptoms of a coma'}]
1932,pectus carinatum : treatments,[{'summary_text': 'pectus carinatum : treatments for cancer .'}]
1933,pseudohypoaldosteronism : physiology,[{'summary_text': 'pseudohypoaldosteronism : physiology '}]
1934,whiplash (medicine) : diagnosis,[{'summary_text': 'whiplash (medicine) : diagnosis . : if you'}]
1935,aortoiliac occlusive disease : treatments,[{'summary_text': 'aortoiliac occlusive disease : treatments '}]
1936,ptosis (eyelid) : general,[{'summary_text': 'ptosis (eyelid) is a common disease '}]
1937,syndrome of inappropriate antidiuretic hormone secretion : diagnosis,[{'summary_text': 'syndrome of inappropriate antidiuretic hormone secretion . '}]
1938,pulmonary hypertension : physiology,[{'summary_text': 'pulmonary hypertension : physiology . sys'}]
1939,hiccup : general,[{'summary_text': 'hiccup is a global warming phenomenon . it is '}]
1940,geographic tongue : symptoms,[{'summary_text': 'geographic tongue symptoms : symptoms of a swollen nose '}]
1941,sparganosis : symptoms,[{'summary_text': 'sparganosis symptoms : symptoms of a coma'}]
1942,anophthalmia : diagnosis,[{'summary_text': 'anophthalmia is a rare disease . .'}]
1943,boredom : general,[{'summary_text': 'boredom is the most common occurrence in the u.s.'}]
1944,pyoderma gangrenosum : diagnosis,[{'summary_text': 'pyoderma gangrenosum : diagnosis .'}]
1945,guillain–barré syndrome : diagnosis,[{'summary_text': 'guillain–barré syndrome : diagnosis of .'}]
1946,femoral fracture : symptoms,[{'summary_text': 'femoral fracture symptoms : symptoms of a coma'}]
1947,interstitial nephritis : diagnosis,[{'summary_text': 'interstitial nephritis : diagnosis .'}]
1948,microcephaly : causes,[{'summary_text': 'microcephaly is a symptom of a brain .'}]
1949,lentigo maligna : diagnosis,[{'summary_text': 'lentigo maligna : diagnosis of . .'}]
1950,clear-cell sarcoma : physiology,[{'summary_text': 'clear-cell sarcoma : physiology .'}]
1951,dermatomyositis : symptoms,[{'summary_text': 'dermatomyositis symptoms : symptoms . '}]
1952,gonadal dysgenesis : general,[{'summary_text': 'gonadal dysgenesis : a skepticism '}]
1953,orientation : general,[{'summary_text': 'what is orientation . a brief overview of the general public .'}]
1954,amyloidosis : diagnosis,[{'summary_text': 'amyloidosis is a rare disease . .'}]
1955,osteoporosis : symptoms,[{'summary_text': 'osteoporosis symptoms : symptoms of a coma'}]
